Panel,CtrlPt.x,CtrlPt.y,CtrlPt.z,Nx,Ny,Nz,Area,Cp
Main WingCp Coefficients
Strip 1
1302,   9.987e-01,   2.084e+00,   1.722e-04,       0.132,       0.000,       0.991,   6.654e-04,      0.0725
1303,   9.974e-01,   2.084e+00,   3.522e-04,       0.131,       0.000,       0.991,   9.305e-04,      0.0951
1304,   9.955e-01,   2.084e+00,   5.966e-04,       0.131,       0.000,       0.991,   1.195e-03,      0.1195
1305,   9.932e-01,   2.084e+00,   9.050e-04,       0.130,       0.000,       0.991,   1.458e-03,      0.1423
1306,   9.903e-01,   2.084e+00,   1.276e-03,       0.130,       0.000,       0.992,   1.719e-03,      0.1669
1307,   9.870e-01,   2.084e+00,   1.708e-03,       0.129,       0.000,       0.992,   1.979e-03,      0.1892
1308,   9.833e-01,   2.084e+00,   2.200e-03,       0.129,       0.000,       0.992,   2.237e-03,      0.2146
1309,   9.790e-01,   2.084e+00,   2.751e-03,       0.127,       0.000,       0.992,   2.492e-03,      0.2366
1310,   9.743e-01,   2.084e+00,   3.357e-03,       0.126,       0.000,       0.992,   2.745e-03,      0.2605
1311,   9.691e-01,   2.084e+00,   4.018e-03,       0.125,      -0.000,       0.992,   2.995e-03,      0.2850
1312,   9.634e-01,   2.084e+00,   4.731e-03,       0.124,       0.000,       0.992,   3.242e-03,      0.3071
1313,   9.573e-01,   2.084e+00,   5.492e-03,       0.123,       0.000,       0.992,   3.486e-03,      0.3308
1314,   9.507e-01,   2.084e+00,   6.302e-03,       0.121,       0.000,       0.993,   3.726e-03,      0.3556
1315,   9.437e-01,   2.084e+00,   7.156e-03,       0.119,       0.000,       0.993,   3.962e-03,      0.3778
1316,   9.362e-01,   2.084e+00,   8.050e-03,       0.118,       0.000,       0.993,   4.194e-03,      0.4009
1317,   9.283e-01,   2.084e+00,   8.982e-03,       0.116,       0.000,       0.993,   4.422e-03,      0.4247
1318,   9.200e-01,   2.084e+00,   9.951e-03,       0.115,       0.000,       0.993,   4.646e-03,      0.4492
1319,   9.113e-01,   2.084e+00,   1.095e-02,       0.112,       0.000,       0.994,   4.864e-03,      0.4716
1320,   9.022e-01,   2.084e+00,   1.198e-02,       0.110,       0.000,       0.994,   5.078e-03,      0.4945
1321,   8.926e-01,   2.084e+00,   1.303e-02,       0.108,       0.000,       0.994,   5.287e-03,      0.5178
1322,   8.827e-01,   2.084e+00,   1.410e-02,       0.106,       0.000,       0.994,   5.490e-03,      0.5412
1323,   8.724e-01,   2.084e+00,   1.520e-02,       0.104,       0.000,       0.995,   5.688e-03,      0.5650
1324,   8.618e-01,   2.084e+00,   1.631e-02,       0.102,       0.000,       0.995,   5.880e-03,      0.5887
1325,   8.507e-01,   2.084e+00,   1.742e-02,       0.099,       0.000,       0.995,   6.066e-03,      0.6114
1326,   8.394e-01,   2.084e+00,   1.855e-02,       0.096,       0.000,       0.995,   6.247e-03,      0.6345
1327,   8.277e-01,   2.084e+00,   1.967e-02,       0.094,       0.000,       0.996,   6.421e-03,      0.6576
1328,   8.156e-01,   2.084e+00,   2.080e-02,       0.091,       0.000,       0.996,   6.588e-03,      0.6809
1329,   8.033e-01,   2.084e+00,   2.192e-02,       0.089,       0.000,       0.996,   6.749e-03,      0.7042
1330,   7.907e-01,   2.084e+00,   2.303e-02,       0.086,       0.000,       0.996,   6.903e-03,      0.7276
1331,   7.778e-01,   2.084e+00,   2.414e-02,       0.083,       0.000,       0.997,   7.050e-03,      0.7510
1332,   7.646e-01,   2.084e+00,   2.522e-02,       0.080,       0.000,       0.997,   7.191e-03,      0.7744
1333,   7.511e-01,   2.084e+00,   2.629e-02,       0.077,       0.000,       0.997,   7.324e-03,      0.7980
1334,   7.374e-01,   2.084e+00,   2.734e-02,       0.074,       0.000,       0.997,   7.450e-03,      0.8215
1335,   7.235e-01,   2.084e+00,   2.837e-02,       0.071,       0.000,       0.997,   7.568e-03,      0.8452
1336,   7.093e-01,   2.084e+00,   2.936e-02,       0.068,       0.000,       0.998,   7.679e-03,      0.8690
1337,   6.949e-01,   2.084e+00,   3.033e-02,       0.065,       0.000,       0.998,   7.783e-03,      0.8928
1338,   6.804e-01,   2.084e+00,   3.126e-02,       0.061,       0.000,       0.998,   7.878e-03,      0.9169
1339,   6.657e-01,   2.084e+00,   3.215e-02,       0.058,       0.000,       0.998,   7.966e-03,      0.9410
1340,   6.508e-01,   2.084e+00,   3.300e-02,       0.055,       0.000,       0.998,   8.047e-03,      0.9654
1341,   6.357e-01,   2.084e+00,   3.382e-02,       0.051,       0.000,       0.999,   8.119e-03,      0.9900
1342,   6.205e-01,   2.084e+00,   3.459e-02,       0.048,       0.000,       0.999,   8.183e-03,      1.0149
1343,   6.052e-01,   2.084e+00,   3.531e-02,       0.045,       0.000,       0.999,   8.240e-03,      1.0401
1344,   5.898e-01,   2.084e+00,   3.599e-02,       0.041,       0.000,       0.999,   8.288e-03,      1.0656
1345,   5.743e-01,   2.084e+00,   3.661e-02,       0.038,       0.000,       0.999,   8.328e-03,      1.0916
1346,   5.588e-01,   2.084e+00,   3.719e-02,       0.034,       0.000,       0.999,   8.360e-03,      1.1181
1347,   5.431e-01,   2.084e+00,   3.771e-02,       0.031,       0.000,       1.000,   8.384e-03,      1.1452
1348,   5.275e-01,   2.084e+00,   3.819e-02,       0.028,       0.000,       1.000,   8.400e-03,      1.1729
1349,   5.118e-01,   2.084e+00,   3.860e-02,       0.024,       0.000,       1.000,   8.408e-03,      1.2018
1350,   4.961e-01,   2.084e+00,   3.897e-02,       0.020,       0.000,       1.000,   8.407e-03,      1.2311
1351,   4.804e-01,   2.084e+00,   3.928e-02,       0.017,       0.000,       1.000,   8.398e-03,      1.2610
1352,   4.647e-01,   2.084e+00,   3.953e-02,       0.013,       0.000,       1.000,   8.381e-03,      1.2925
1353,   4.490e-01,   2.084e+00,   3.972e-02,       0.010,       0.000,       1.000,   8.356e-03,      1.3259
1354,   4.334e-01,   2.084e+00,   3.987e-02,       0.007,       0.000,       1.000,   8.323e-03,      1.3618
1355,   4.179e-01,   2.084e+00,   3.995e-02,       0.003,       0.000,       1.000,   8.281e-03,      1.4029
1356,   4.025e-01,   2.084e+00,   3.999e-02,      -0.001,       0.000,       1.000,   8.232e-03,      1.4491
1357,   3.871e-01,   2.084e+00,   3.994e-02,      -0.008,       0.000,       1.000,   8.174e-03,      1.4923
1358,   3.719e-01,   2.084e+00,   3.979e-02,      -0.016,       0.000,       1.000,   8.109e-03,      1.5309
1359,   3.568e-01,   2.084e+00,   3.952e-02,      -0.024,       0.000,       1.000,   8.037e-03,      1.5662
1360,   3.418e-01,   2.084e+00,   3.913e-02,      -0.031,       0.000,       1.000,   7.957e-03,      1.6014
1361,   3.270e-01,   2.084e+00,   3.865e-02,      -0.038,       0.000,       0.999,   7.869e-03,      1.6364
1362,   3.123e-01,   2.084e+00,   3.806e-02,      -0.046,       0.000,       0.999,   7.774e-03,      1.6716
1363,   2.978e-01,   2.084e+00,   3.737e-02,      -0.053,       0.000,       0.999,   7.672e-03,      1.7072
1364,   2.836e-01,   2.084e+00,   3.660e-02,      -0.060,      -0.000,       0.998,   7.562e-03,      1.7441
1365,   2.695e-01,   2.084e+00,   3.573e-02,      -0.067,       0.000,       0.998,   7.446e-03,      1.7787
1366,   2.557e-01,   2.084e+00,   3.478e-02,      -0.074,      -0.000,       0.997,   7.322e-03,      1.8148
1367,   2.421e-01,   2.084e+00,   3.375e-02,      -0.080,      -0.000,       0.997,   7.191e-03,      1.8525
1368,   2.288e-01,   2.084e+00,   3.266e-02,      -0.087,      -0.000,       0.996,   7.053e-03,      1.8920
1369,   2.157e-01,   2.084e+00,   3.150e-02,      -0.093,       0.000,       0.996,   6.908e-03,      1.9338
1370,   2.030e-01,   2.084e+00,   3.028e-02,      -0.099,       0.000,       0.995,   6.756e-03,      1.9777
1371,   1.905e-01,   2.084e+00,   2.902e-02,      -0.106,       0.000,       0.994,   6.598e-03,      2.0217
1372,   1.783e-01,   2.084e+00,   2.770e-02,      -0.112,       0.000,       0.994,   6.432e-03,      2.0694
1373,   1.664e-01,   2.084e+00,   2.635e-02,      -0.117,       0.000,       0.993,   6.261e-03,      2.1209
1374,   1.549e-01,   2.084e+00,   2.497e-02,      -0.123,       0.000,       0.992,   6.083e-03,      2.1765
1375,   1.437e-01,   2.084e+00,   2.357e-02,      -0.128,       0.000,       0.992,   5.899e-03,      2.2375
1376,   1.329e-01,   2.084e+00,   2.215e-02,      -0.134,       0.000,       0.991,   5.709e-03,      2.3018
1377,   1.224e-01,   2.084e+00,   2.073e-02,      -0.139,       0.000,       0.990,   5.513e-03,      2.3719
1378,   1.123e-01,   2.084e+00,   1.930e-02,      -0.144,       0.000,       0.990,   5.311e-03,      2.4497
1379,   1.026e-01,   2.084e+00,   1.787e-02,      -0.148,       0.000,       0.989,   5.104e-03,      2.5359
1380,   9.323e-02,   2.084e+00,   1.647e-02,      -0.153,       0.000,       0.988,   4.891e-03,      2.6322
1381,   8.430e-02,   2.084e+00,   1.508e-02,      -0.157,       0.000,       0.988,   4.673e-03,      2.7398
1382,   7.578e-02,   2.084e+00,   1.372e-02,      -0.161,       0.000,       0.987,   4.450e-03,      2.8590
1383,   6.768e-02,   2.084e+00,   1.239e-02,      -0.165,       0.000,       0.986,   4.223e-03,      2.9950
1384,   6.001e-02,   2.084e+00,   1.110e-02,      -0.168,       0.000,       0.986,   3.991e-03,      3.1504
1385,   5.277e-02,   2.084e+00,   9.853e-03,      -0.172,       0.000,       0.985,   3.754e-03,      3.3293
1386,   4.597e-02,   2.084e+00,   8.663e-03,      -0.175,       0.000,       0.985,   3.513e-03,      3.5373
1387,   3.962e-02,   2.084e+00,   7.529e-03,      -0.178,      -0.000,       0.984,   3.269e-03,      3.7798
1388,   3.372e-02,   2.084e+00,   6.458e-03,      -0.181,      -0.000,       0.984,   3.021e-03,      4.0674
1389,   2.829e-02,   2.084e+00,   5.455e-03,      -0.183,       0.000,       0.983,   2.770e-03,      4.4134
1390,   2.332e-02,   2.084e+00,   4.525e-03,      -0.186,       0.000,       0.983,   2.515e-03,      4.8360
1391,   1.882e-02,   2.084e+00,   3.673e-03,      -0.188,       0.000,       0.982,   2.258e-03,      5.3624
1392,   1.479e-02,   2.084e+00,   2.903e-03,      -0.189,       0.000,       0.982,   1.999e-03,      6.0341
1393,   1.125e-02,   2.084e+00,   2.217e-03,      -0.191,       0.000,       0.982,   1.737e-03,      6.9174
1394,   8.181e-03,   2.084e+00,   1.619e-03,      -0.193,       0.000,       0.981,   1.473e-03,      8.1281
1395,   5.603e-03,   2.084e+00,   1.112e-03,      -0.194,       0.000,       0.981,   1.207e-03,      9.8840
1396,   3.512e-03,   2.084e+00,   6.990e-04,      -0.195,       0.000,       0.981,   9.404e-04,     12.6472
1397,   1.911e-03,   2.084e+00,   3.811e-04,      -0.195,       0.000,       0.981,   6.725e-04,     17.6049
1398,   8.017e-04,   2.084e+00,   1.601e-04,      -0.196,       0.000,       0.981,   4.038e-04,     28.9297
1399,   1.850e-04,   2.084e+00,   3.695e-05,      -0.196,       0.000,       0.981,   1.346e-04,     69.3828
Strip 15
1400,   9.999e-01,   2.590e+00,   8.207e-06,       0.132,      -0.000,       0.991,   1.188e-04,      0.0264
1401,   9.996e-01,   2.590e+00,   5.744e-05,       0.132,      -0.000,       0.991,   3.563e-04,      0.0465
1402,   9.987e-01,   2.590e+00,   1.722e-04,       0.132,       0.000,       0.991,   5.934e-04,      0.0695
1403,   9.974e-01,   2.590e+00,   3.522e-04,       0.131,       0.000,       0.991,   8.299e-04,      0.0912
1404,   9.955e-01,   2.590e+00,   5.966e-04,       0.131,       0.000,       0.991,   1.066e-03,      0.1146
1405,   9.932e-01,   2.590e+00,   9.050e-04,       0.130,       0.000,       0.991,   1.300e-03,      0.1364
1406,   9.903e-01,   2.590e+00,   1.276e-03,       0.130,       0.000,       0.992,   1.533e-03,      0.1600
1407,   9.870e-01,   2.590e+00,   1.708e-03,       0.129,       0.000,       0.992,   1.765e-03,      0.1813
1408,   9.833e-01,   2.590e+00,   2.200e-03,       0.129,       0.000,       0.992,   1.995e-03,      0.2057
1409,   9.790e-01,   2.590e+00,   2.751e-03,       0.127,       0.000,       0.992,   2.222e-03,      0.2267
1410,   9.743e-01,   2.590e+00,   3.357e-03,       0.126,       0.000,       0.992,   2.448e-03,      0.2496
1411,   9.691e-01,   2.590e+00,   4.018e-03,       0.125,       0.000,       0.992,   2.671e-03,      0.2731
1412,   9.634e-01,   2.590e+00,   4.731e-03,       0.124,       0.000,       0.992,   2.891e-03,      0.2942
1413,   9.573e-01,   2.590e+00,   5.492e-03,       0.123,      -0.000,       0.992,   3.109e-03,      0.3169
1414,   9.507e-01,   2.590e+00,   6.302e-03,       0.121,       0.000,       0.993,   3.323e-03,      0.3407
1415,   9.437e-01,   2.590e+00,   7.156e-03,       0.119,       0.000,       0.993,   3.533e-03,      0.3618
1416,   9.362e-01,   2.590e+00,   8.050e-03,       0.118,       0.000,       0.993,   3.740e-03,      0.3839
1417,   9.283e-01,   2.590e+00,   8.982e-03,       0.116,       0.000,       0.993,   3.944e-03,      0.4066
1418,   9.200e-01,   2.590e+00,   9.951e-03,       0.115,       0.000,       0.993,   4.143e-03,      0.4300
1419,   9.113e-01,   2.590e+00,   1.095e-02,       0.112,       0.000,       0.994,   4.338e-03,      0.4514
1420,   9.022e-01,   2.590e+00,   1.198e-02,       0.110,       0.000,       0.994,   4.529e-03,      0.4732
1421,   8.926e-01,   2.590e+00,   1.303e-02,       0.108,       0.000,       0.994,   4.715e-03,      0.4954
1422,   8.827e-01,   2.590e+00,   1.410e-02,       0.106,       0.000,       0.994,   4.897e-03,      0.5178
1423,   8.724e-01,   2.590e+00,   1.520e-02,       0.104,       0.000,       0.995,   5.073e-03,      0.5404
1424,   8.618e-01,   2.590e+00,   1.631e-02,       0.102,       0.000,       0.995,   5.244e-03,      0.5631
1425,   8.507e-01,   2.590e+00,   1.742e-02,       0.099,       0.000,       0.995,   5.410e-03,      0.5847
1426,   8.394e-01,   2.590e+00,   1.855e-02,       0.096,       0.000,       0.995,   5.571e-03,      0.6066
1427,   8.277e-01,   2.590e+00,   1.967e-02,       0.094,      -0.000,       0.996,   5.726e-03,      0.6287
1428,   8.156e-01,   2.590e+00,   2.080e-02,       0.091,      -0.000,       0.996,   5.875e-03,      0.6508
1429,   8.033e-01,   2.590e+00,   2.192e-02,       0.089,       0.000,       0.996,   6.019e-03,      0.6730
1430,   7.907e-01,   2.590e+00,   2.303e-02,       0.086,       0.000,       0.996,   6.156e-03,      0.6953
1431,   7.778e-01,   2.590e+00,   2.414e-02,       0.083,       0.000,       0.997,   6.288e-03,      0.7175
1432,   7.646e-01,   2.590e+00,   2.522e-02,       0.080,       0.000,       0.997,   6.413e-03,      0.7398
1433,   7.511e-01,   2.590e+00,   2.629e-02,       0.077,       0.000,       0.997,   6.531e-03,      0.7622
1434,   7.374e-01,   2.590e+00,   2.734e-02,       0.074,      -0.000,       0.997,   6.644e-03,      0.7846
1435,   7.235e-01,   2.590e+00,   2.837e-02,       0.071,      -0.000,       0.997,   6.749e-03,      0.8071
1436,   7.093e-01,   2.590e+00,   2.936e-02,       0.068,       0.000,       0.998,   6.848e-03,      0.8297
1437,   6.949e-01,   2.590e+00,   3.033e-02,       0.065,       0.000,       0.998,   6.941e-03,      0.8524
1438,   6.804e-01,   2.590e+00,   3.126e-02,       0.061,       0.000,       0.998,   7.026e-03,      0.8752
1439,   6.657e-01,   2.590e+00,   3.215e-02,       0.058,       0.000,       0.998,   7.105e-03,      0.8982
1440,   6.508e-01,   2.590e+00,   3.300e-02,       0.055,       0.000,       0.998,   7.176e-03,      0.9214
1441,   6.357e-01,   2.590e+00,   3.382e-02,       0.051,       0.000,       0.999,   7.241e-03,      0.9448
1442,   6.205e-01,   2.590e+00,   3.459e-02,       0.048,       0.000,       0.999,   7.298e-03,      0.9684
1443,   6.052e-01,   2.590e+00,   3.531e-02,       0.045,       0.000,       0.999,   7.348e-03,      0.9924
1444,   5.898e-01,   2.590e+00,   3.599e-02,       0.041,       0.000,       0.999,   7.392e-03,      1.0167
1445,   5.743e-01,   2.590e+00,   3.661e-02,       0.038,       0.000,       0.999,   7.427e-03,      1.0414
1446,   5.588e-01,   2.590e+00,   3.719e-02,       0.034,       0.000,       0.999,   7.456e-03,      1.0666
1447,   5.431e-01,   2.590e+00,   3.771e-02,       0.031,       0.000,       1.000,   7.477e-03,      1.0924
1448,   5.275e-01,   2.590e+00,   3.819e-02,       0.028,       0.000,       1.000,   7.491e-03,      1.1189
1449,   5.118e-01,   2.590e+00,   3.860e-02,       0.024,       0.000,       1.000,   7.498e-03,      1.1464
1450,   4.961e-01,   2.590e+00,   3.897e-02,       0.020,       0.000,       1.000,   7.498e-03,      1.1744
1451,   4.804e-01,   2.590e+00,   3.928e-02,       0.017,       0.000,       1.000,   7.490e-03,      1.2030
1452,   4.647e-01,   2.590e+00,   3.953e-02,       0.013,       0.000,       1.000,   7.474e-03,      1.2331
1453,   4.490e-01,   2.590e+00,   3.972e-02,       0.010,       0.000,       1.000,   7.452e-03,      1.2651
1454,   4.334e-01,   2.590e+00,   3.987e-02,       0.007,       0.000,       1.000,   7.422e-03,      1.2996
1455,   4.179e-01,   2.590e+00,   3.995e-02,       0.003,       0.000,       1.000,   7.385e-03,      1.3393
1456,   4.025e-01,   2.590e+00,   3.999e-02,      -0.001,       0.000,       1.000,   7.341e-03,      1.3839
1457,   3.871e-01,   2.590e+00,   3.994e-02,      -0.008,       0.000,       1.000,   7.290e-03,      1.4255
1458,   3.719e-01,   2.590e+00,   3.979e-02,      -0.016,       0.000,       1.000,   7.232e-03,      1.4625
1459,   3.568e-01,   2.590e+00,   3.952e-02,      -0.024,       0.000,       1.000,   7.167e-03,      1.4961
1460,   3.418e-01,   2.590e+00,   3.913e-02,      -0.031,       0.000,       1.000,   7.096e-03,      1.5296
1461,   3.270e-01,   2.590e+00,   3.865e-02,      -0.038,       0.000,       0.999,   7.018e-03,      1.5628
1462,   3.123e-01,   2.590e+00,   3.806e-02,      -0.046,       0.000,       0.999,   6.933e-03,      1.5961
1463,   2.978e-01,   2.590e+00,   3.737e-02,      -0.053,       0.000,       0.999,   6.842e-03,      1.6298
1464,   2.836e-01,   2.590e+00,   3.660e-02,      -0.060,       0.000,       0.998,   6.744e-03,      1.6647
1465,   2.695e-01,   2.590e+00,   3.573e-02,      -0.067,       0.000,       0.998,   6.640e-03,      1.6972
1466,   2.557e-01,   2.590e+00,   3.478e-02,      -0.074,      -0.000,       0.997,   6.530e-03,      1.7311
1467,   2.421e-01,   2.590e+00,   3.375e-02,      -0.080,      -0.000,       0.997,   6.413e-03,      1.7665
1468,   2.288e-01,   2.590e+00,   3.266e-02,      -0.087,       0.000,       0.996,   6.290e-03,      1.8036
1469,   2.157e-01,   2.590e+00,   3.150e-02,      -0.093,       0.000,       0.996,   6.160e-03,      1.8428
1470,   2.030e-01,   2.590e+00,   3.028e-02,      -0.099,       0.000,       0.995,   6.025e-03,      1.8840
