XCP=,0.493302,,,,,,,,,
Panel,CtrlPt.x,CtrlPt.y,CtrlPt.z,Nx,Ny,Nz,Area,Cp,,
Main WingCp Coefficients,,,,,,,,,,
Strip 1,,,,,,,,,,
2998,3.20E-03,1.18E+00,6.38E-04,-0.195,0,0.981,3.62E-04,-0.4401,,
2999,7.40E-04,1.18E+00,1.48E-04,-0.196,0,0.981,1.21E-04,-1.1736,,
Strip 61,,,,,,,,,,
3000,1.00E+00,1.30E+00,3.28E-05,0.132,0,0.991,1.18E-04,0.0367,,
3001,9.98E-01,1.30E+00,2.29E-04,0.132,0,0.991,3.55E-04,0.0639,,
3002,9.95E-01,1.30E+00,6.85E-04,0.131,0,0.991,5.89E-04,0.0938,,
3003,9.89E-01,1.30E+00,1.40E-03,0.129,0,0.992,8.22E-04,0.1236,,
3004,9.82E-01,1.30E+00,2.35E-03,0.128,0,0.992,1.05E-03,0.1531,,
3005,9.73E-01,1.30E+00,3.53E-03,0.126,0,0.992,1.28E-03,0.183,,
3006,9.62E-01,1.30E+00,4.93E-03,0.123,0,0.992,1.49E-03,0.2111,,
3007,9.49E-01,1.30E+00,6.52E-03,0.12,0,0.993,1.71E-03,0.2392,,
3008,9.34E-01,1.30E+00,8.29E-03,0.117,0,0.993,1.91E-03,0.2666,,
3009,9.18E-01,1.30E+00,1.02E-02,0.113,0,0.994,2.11E-03,0.2933,,
3010,9.00E-01,1.30E+00,1.23E-02,0.109,0,0.994,2.30E-03,0.3185,,
3011,8.80E-01,1.30E+00,1.44E-02,0.105,0,0.994,2.48E-03,0.344,,
3012,8.59E-01,1.30E+00,1.66E-02,0.1,0,0.995,2.65E-03,0.3678,,
3013,8.36E-01,1.30E+00,1.88E-02,0.095,0,0.995,2.81E-03,0.3902,,
3014,8.13E-01,1.30E+00,2.11E-02,0.09,0,0.996,2.96E-03,0.4119,,
3015,7.87E-01,1.30E+00,2.33E-02,0.084,0,0.996,3.10E-03,0.4326,,
3016,7.61E-01,1.30E+00,2.55E-02,0.079,0,0.997,3.22E-03,0.4522,,
3017,7.34E-01,1.30E+00,2.76E-02,0.072,0,0.997,3.34E-03,0.4706,,
3018,7.06E-01,1.30E+00,2.96E-02,0.066,0,0.998,3.44E-03,0.4878,,
3019,6.77E-01,1.30E+00,3.15E-02,0.06,0,0.998,3.52E-03,0.5039,,
3020,6.47E-01,1.30E+00,3.32E-02,0.053,0,0.999,3.59E-03,0.5188,,
3021,6.17E-01,1.30E+00,3.48E-02,0.046,0,0.999,3.65E-03,0.5329,,
3022,5.86E-01,1.30E+00,3.61E-02,0.04,0,0.999,3.69E-03,0.5462,,
3023,5.55E-01,1.30E+00,3.73E-02,0.033,0,0.999,3.72E-03,0.5591,,
3024,5.24E-01,1.30E+00,3.83E-02,0.026,0,1,3.73E-03,0.5723,,
3025,4.92E-01,1.30E+00,3.90E-02,0.019,0,1,3.73E-03,0.5853,1.296,0.5853
3026,4.61E-01,1.30E+00,3.96E-02,0.012,0,1,3.72E-03,0.6007,,
3027,4.30E-01,1.30E+00,3.99E-02,0.005,0,1,3.69E-03,0.6251,,
3028,3.99E-01,1.30E+00,4.00E-02,-0.005,0,1,3.64E-03,0.6542,,
3029,3.68E-01,1.30E+00,3.97E-02,-0.02,0,1,3.59E-03,0.6624,,
3030,3.38E-01,1.30E+00,3.90E-02,-0.035,0,0.999,3.52E-03,0.6605,,
3031,3.09E-01,1.30E+00,3.79E-02,-0.049,0,0.999,3.43E-03,0.6527,,
3032,2.80E-01,1.30E+00,3.64E-02,-0.063,0,0.998,3.33E-03,0.6376,,
3033,2.52E-01,1.30E+00,3.45E-02,-0.077,0,0.997,3.22E-03,0.6162,,
3034,2.26E-01,1.30E+00,3.24E-02,-0.09,0,0.996,3.10E-03,0.5917,,
3035,2.00E-01,1.30E+00,3.00E-02,-0.103,0,0.995,2.97E-03,0.5613,,
3036,1.75E-01,1.30E+00,2.74E-02,-0.115,0,0.993,2.82E-03,0.5264,,
3037,1.52E-01,1.30E+00,2.46E-02,-0.125,0,0.992,2.66E-03,0.4894,,
3038,1.30E-01,1.30E+00,2.18E-02,-0.136,0,0.991,2.49E-03,0.4462,,
3039,1.10E-01,1.30E+00,1.89E-02,-0.146,0,0.989,2.31E-03,0.4005,,
3040,9.11E-02,1.30E+00,1.61E-02,-0.155,0,0.988,2.12E-03,0.352,,
3041,7.38E-02,1.30E+00,1.34E-02,-0.163,0,0.987,1.93E-03,0.2977,,
3042,5.83E-02,1.30E+00,1.08E-02,-0.17,0,0.985,1.72E-03,0.2405,,
3043,4.45E-02,1.30E+00,8.39E-03,-0.176,0,0.984,1.51E-03,0.1779,,
3044,3.25E-02,1.30E+00,6.22E-03,-0.182,0,0.983,1.29E-03,0.1077,,
3045,2.23E-02,1.30E+00,4.33E-03,-0.187,0,0.982,1.06E-03,0.0276,,
3046,1.40E-02,1.30E+00,2.75E-03,-0.19,0,0.982,8.30E-04,-0.071,,
3047,7.63E-03,1.30E+00,1.51E-03,-0.193,0,0.981,5.95E-04,-0.2089,,
3048,3.20E-03,1.30E+00,6.38E-04,-0.195,0,0.981,3.58E-04,-0.4585,,
3049,7.40E-04,1.30E+00,1.48E-04,-0.196,0,0.981,1.20E-04,-1.2178,,
Strip 62,,,,,,,,,,
3050,1.00E+00,1.41E+00,3.28E-05,0.132,0,0.991,1.17E-04,0.0366,,
3051,9.98E-01,1.41E+00,2.29E-04,0.132,0,0.991,3.51E-04,0.0638,,
3052,9.95E-01,1.41E+00,6.85E-04,0.131,0,0.991,5.83E-04,0.0937,,
3053,9.89E-01,1.41E+00,1.40E-03,0.129,0,0.992,8.12E-04,0.1234,,
3054,9.82E-01,1.41E+00,2.35E-03,0.128,0,0.992,1.04E-03,0.1529,,
3055,9.73E-01,1.41E+00,3.53E-03,0.126,0,0.992,1.26E-03,0.1827,,
3056,9.62E-01,1.41E+00,4.93E-03,0.123,0,0.992,1.48E-03,0.2107,,
3057,9.49E-01,1.41E+00,6.52E-03,0.12,0,0.993,1.69E-03,0.2388,,
3058,9.34E-01,1.41E+00,8.29E-03,0.117,0,0.993,1.89E-03,0.2662,,
3059,9.18E-01,1.41E+00,1.02E-02,0.113,0,0.994,2.09E-03,0.2928,,
3060,9.00E-01,1.41E+00,1.23E-02,0.109,0,0.994,2.28E-03,0.3179,,
3061,8.80E-01,1.41E+00,1.44E-02,0.105,0,0.994,2.46E-03,0.3434,,
3062,8.59E-01,1.41E+00,1.66E-02,0.1,0,0.995,2.62E-03,0.3671,,
3063,8.36E-01,1.41E+00,1.88E-02,0.095,0,0.995,2.78E-03,0.3895,,
3064,8.13E-01,1.41E+00,2.11E-02,0.09,0,0.996,2.93E-03,0.4111,,
3065,7.87E-01,1.41E+00,2.33E-02,0.084,0,0.996,3.07E-03,0.4318,,
3066,7.61E-01,1.41E+00,2.55E-02,0.079,0,0.997,3.19E-03,0.4513,,
3067,7.34E-01,1.41E+00,2.76E-02,0.072,0,0.997,3.30E-03,0.4696,,
3068,7.06E-01,1.41E+00,2.96E-02,0.066,0,0.998,3.40E-03,0.4868,,
3069,6.77E-01,1.41E+00,3.15E-02,0.06,0,0.998,3.48E-03,0.5028,,
3070,6.47E-01,1.41E+00,3.32E-02,0.053,0,0.999,3.55E-03,0.5177,,
3071,6.17E-01,1.41E+00,3.48E-02,0.046,0,0.999,3.61E-03,0.5317,,
3072,5.86E-01,1.41E+00,3.61E-02,0.04,0,0.999,3.65E-03,0.545,,
3073,5.55E-01,1.41E+00,3.73E-02,0.033,0,0.999,3.68E-03,0.5578,,
3074,5.24E-01,1.41E+00,3.83E-02,0.026,0,1,3.69E-03,0.571,,
3075,4.92E-01,1.41E+00,3.90E-02,0.019,0,1,3.69E-03,0.5839,1.414,0.5839
3076,4.61E-01,1.41E+00,3.96E-02,0.012,0,1,3.68E-03,0.5992,,
3077,4.30E-01,1.41E+00,3.99E-02,0.005,0,1,3.65E-03,0.6235,,
3078,3.99E-01,1.41E+00,4.00E-02,-0.005,0,1,3.60E-03,0.6526,,
3079,3.68E-01,1.41E+00,3.97E-02,-0.02,0,1,3.55E-03,0.6607,,
3080,3.38E-01,1.41E+00,3.90E-02,-0.035,0,0.999,3.48E-03,0.6587,,
3081,3.09E-01,1.41E+00,3.79E-02,-0.049,0,0.999,3.39E-03,0.6508,,
3082,2.80E-01,1.41E+00,3.64E-02,-0.063,0,0.998,3.30E-03,0.6356,,
3083,2.52E-01,1.41E+00,3.45E-02,-0.077,0,0.997,3.19E-03,0.6141,,
3084,2.26E-01,1.41E+00,3.24E-02,-0.09,0,0.996,3.07E-03,0.5895,,
3085,2.00E-01,1.41E+00,3.00E-02,-0.103,0,0.995,2.93E-03,0.5589,,
3086,1.75E-01,1.41E+00,2.74E-02,-0.115,0,0.993,2.79E-03,0.5238,,
3087,1.52E-01,1.41E+00,2.46E-02,-0.125,0,0.992,2.63E-03,0.4867,,
3088,1.30E-01,1.41E+00,2.18E-02,-0.136,0,0.991,2.47E-03,0.4433,,
3089,1.10E-01,1.41E+00,1.89E-02,-0.146,0,0.989,2.29E-03,0.3974,,
3090,9.11E-02,1.41E+00,1.61E-02,-0.155,0,0.988,2.10E-03,0.3485,,
3091,7.38E-02,1.41E+00,1.34E-02,-0.163,0,0.987,1.91E-03,0.2939,,
3092,5.83E-02,1.41E+00,1.08E-02,-0.17,0,0.985,1.70E-03,0.2361,,
3093,4.45E-02,1.41E+00,8.39E-03,-0.176,0,0.984,1.49E-03,0.1729,,
3094,3.25E-02,1.41E+00,6.22E-03,-0.182,0,0.983,1.27E-03,0.1019,,
3095,2.23E-02,1.41E+00,4.33E-03,-0.187,0,0.982,1.05E-03,0.0206,,
3096,1.40E-02,1.41E+00,2.75E-03,-0.19,0,0.982,8.20E-04,-0.08,,
3097,7.63E-03,1.41E+00,1.51E-03,-0.193,0,0.981,5.89E-04,-0.2214,,
3098,3.20E-03,1.41E+00,6.38E-04,-0.195,0,0.981,3.54E-04,-0.4791,,
3099,7.40E-04,1.41E+00,1.48E-04,-0.196,0,0.981,1.18E-04,-1.2671,,
Strip 63,,,,,,,,,,
3100,1.00E+00,1.53E+00,3.28E-05,0.132,0,0.991,1.16E-04,0.0365,,
3101,9.98E-01,1.53E+00,2.29E-04,0.132,0,0.991,3.46E-04,0.0637,,
3102,9.95E-01,1.53E+00,6.85E-04,0.131,0,0.991,5.75E-04,0.0935,,
3103,9.89E-01,1.53E+00,1.40E-03,0.129,0,0.992,8.02E-04,0.1232,,
3104,9.82E-01,1.53E+00,2.35E-03,0.128,0,0.992,1.03E-03,0.1526,,
3105,9.73E-01,1.53E+00,3.53E-03,0.126,0,0.992,1.25E-03,0.1824,,
3106,9.62E-01,1.53E+00,4.93E-03,0.123,0,0.992,1.46E-03,0.2103,,
3107,9.49E-01,1.53E+00,6.52E-03,0.12,0,0.993,1.67E-03,0.2383,,
3108,9.34E-01,1.53E+00,8.29E-03,0.117,0,0.993,1.87E-03,0.2657,,
3109,9.18E-01,1.53E+00,1.02E-02,0.113,0,0.994,2.06E-03,0.2923,,
3110,9.00E-01,1.53E+00,1.23E-02,0.109,0,0.994,2.25E-03,0.3173,,
3111,8.80E-01,1.53E+00,1.44E-02,0.105,0,0.994,2.43E-03,0.3427,,
3112,8.59E-01,1.53E+00,1.66E-02,0.1,0,0.995,2.59E-03,0.3664,,
3113,8.36E-01,1.53E+00,1.88E-02,0.095,0,0.995,2.75E-03,0.3887,,
3114,8.13E-01,1.53E+00,2.11E-02,0.09,0,0.996,2.89E-03,0.4103,,
3115,7.87E-01,1.53E+00,2.33E-02,0.084,0,0.996,3.03E-03,0.4309,,
3116,7.61E-01,1.53E+00,2.55E-02,0.079,0,0.997,3.15E-03,0.4503,,
3117,7.34E-01,1.53E+00,2.76E-02,0.072,0,0.997,3.26E-03,0.4686,,
3118,7.06E-01,1.53E+00,2.96E-02,0.066,0,0.998,3.35E-03,0.4857,,
3119,6.77E-01,1.53E+00,3.15E-02,0.06,0,0.998,3.44E-03,0.5016,,
3120,6.47E-01,1.53E+00,3.32E-02,0.053,0,0.999,3.51E-03,0.5165,,
3121,6.17E-01,1.53E+00,3.48E-02,0.046,0,0.999,3.56E-03,0.5304,,
3122,5.86E-01,1.53E+00,3.61E-02,0.04,0,0.999,3.61E-03,0.5436,,
3123,5.55E-01,1.53E+00,3.73E-02,0.033,0,0.999,3.63E-03,0.5563,,
3124,5.24E-01,1.53E+00,3.83E-02,0.026,0,1,3.65E-03,0.5694,,
3125,4.92E-01,1.53E+00,3.90E-02,0.019,0,1,3.65E-03,0.5823,1.531,0.5823
3126,4.61E-01,1.53E+00,3.96E-02,0.012,0,1,3.63E-03,0.5975,,
3127,4.30E-01,1.53E+00,3.99E-02,0.005,0,1,3.60E-03,0.6218,,
3128,3.99E-01,1.53E+00,4.00E-02,-0.005,0,1,3.56E-03,0.6507,,
3129,3.68E-01,1.53E+00,3.97E-02,-0.02,0,1,3.50E-03,0.6588,,
3130,3.38E-01,1.53E+00,3.90E-02,-0.035,0,0.999,3.43E-03,0.6566,,
3131,3.09E-01,1.53E+00,3.79E-02,-0.049,0,0.999,3.35E-03,0.6487,,
3132,2.80E-01,1.53E+00,3.64E-02,-0.063,0,0.998,3.26E-03,0.6334,,
3133,2.52E-01,1.53E+00,3.45E-02,-0.077,0,0.997,3.15E-03,0.6117,,
3134,2.26E-01,1.53E+00,3.24E-02,-0.09,0,0.996,3.03E-03,0.587,,
3135,2.00E-01,1.53E+00,3.00E-02,-0.103,0,0.995,2.90E-03,0.5563,,
3136,1.75E-01,1.53E+00,2.74E-02,-0.115,0,0.993,2.75E-03,0.521,,
3137,1.52E-01,1.53E+00,2.46E-02,-0.125,0,0.992,2.60E-03,0.4837,,
3138,1.30E-01,1.53E+00,2.18E-02,-0.136,0,0.991,2.43E-03,0.4401,,
3139,1.10E-01,1.53E+00,1.89E-02,-0.146,0,0.989,2.26E-03,0.3939,,
3140,9.11E-02,1.53E+00,1.61E-02,-0.155,0,0.988,2.08E-03,0.3447,,
3141,7.38E-02,1.53E+00,1.34E-02,-0.163,0,0.987,1.88E-03,0.2896,,
3142,5.83E-02,1.53E+00,1.08E-02,-0.17,0,0.985,1.68E-03,0.2314,,
3143,4.45E-02,1.53E+00,8.39E-03,-0.176,0,0.984,1.47E-03,0.1675,,
3144,3.25E-02,1.53E+00,6.22E-03,-0.182,0,0.983,1.26E-03,0.0955,,
3145,2.23E-02,1.53E+00,4.33E-03,-0.187,0,0.982,1.04E-03,0.0128,,
3146,1.40E-02,1.53E+00,2.75E-03,-0.19,0,0.982,8.10E-04,-0.09,,
3147,7.63E-03,1.53E+00,1.51E-03,-0.193,0,0.981,5.81E-04,-0.2353,,
3148,3.20E-03,1.53E+00,6.38E-04,-0.195,0,0.981,3.50E-04,-0.5018,,
3149,7.40E-04,1.53E+00,1.48E-04,-0.196,0,0.981,1.17E-04,-1.3216,,
Strip 64,,,,,,,,,,
3150,1.00E+00,1.65E+00,3.28E-05,0.132,0,0.991,1.14E-04,0.0365,,
3151,9.98E-01,1.65E+00,2.29E-04,0.132,0,0.991,3.42E-04,0.0635,,
3152,9.95E-01,1.65E+00,6.85E-04,0.131,0,0.991,5.68E-04,0.0933,,
3153,9.89E-01,1.65E+00,1.40E-03,0.129,0,0.992,7.91E-04,0.1229,,
3154,9.82E-01,1.65E+00,2.35E-03,0.128,0,0.992,1.01E-03,0.1523,,
3155,9.73E-01,1.65E+00,3.53E-03,0.126,0,0.992,1.23E-03,0.182,,
3156,9.62E-01,1.65E+00,4.93E-03,0.123,0,0.992,1.44E-03,0.2099,,
3157,9.49E-01,1.65E+00,6.52E-03,0.12,0,0.993,1.65E-03,0.2378,,
3158,9.34E-01,1.65E+00,8.29E-03,0.117,0,0.993,1.84E-03,0.2651,,
3159,9.18E-01,1.65E+00,1.02E-02,0.113,0,0.994,2.04E-03,0.2916,,
3160,9.00E-01,1.65E+00,1.23E-02,0.109,0,0.994,2.22E-03,0.3166,,
3161,8.80E-01,1.65E+00,1.44E-02,0.105,0,0.994,2.39E-03,0.342,,
3162,8.59E-01,1.65E+00,1.66E-02,0.1,0,0.995,2.56E-03,0.3656,,
3163,8.36E-01,1.65E+00,1.88E-02,0.095,0,0.995,2.71E-03,0.3877,,
3164,8.13E-01,1.65E+00,2.11E-02,0.09,0,0.996,2.85E-03,0.4093,,
3165,7.87E-01,1.65E+00,2.33E-02,0.084,0,0.996,2.99E-03,0.4298,,
3166,7.61E-01,1.65E+00,2.55E-02,0.079,0,0.997,3.11E-03,0.4492,,
3167,7.34E-01,1.65E+00,2.76E-02,0.072,0,0.997,3.21E-03,0.4674,,
3168,7.06E-01,1.65E+00,2.96E-02,0.066,0,0.998,3.31E-03,0.4844,,
3169,6.77E-01,1.65E+00,3.15E-02,0.06,0,0.998,3.39E-03,0.5003,,
3170,6.47E-01,1.65E+00,3.32E-02,0.053,0,0.999,3.46E-03,0.5151,,
3171,6.17E-01,1.65E+00,3.48E-02,0.046,0,0.999,3.51E-03,0.5289,,
3172,5.86E-01,1.65E+00,3.61E-02,0.04,0,0.999,3.56E-03,0.542,,
3173,5.55E-01,1.65E+00,3.73E-02,0.033,0,0.999,3.58E-03,0.5547,,
3174,5.24E-01,1.65E+00,3.83E-02,0.026,0,1,3.60E-03,0.5677,,
3175,4.92E-01,1.65E+00,3.90E-02,0.019,0,1,3.60E-03,0.5805,1.646,0.5805
3176,4.61E-01,1.65E+00,3.96E-02,0.012,0,1,3.58E-03,0.5956,,
3177,4.30E-01,1.65E+00,3.99E-02,0.005,0,1,3.55E-03,0.6198,,
3178,3.99E-01,1.65E+00,4.00E-02,-0.005,0,1,3.51E-03,0.6487,,
3179,3.68E-01,1.65E+00,3.97E-02,-0.02,0,1,3.46E-03,0.6566,,
3180,3.38E-01,1.65E+00,3.90E-02,-0.035,0,0.999,3.39E-03,0.6544,,
3181,3.09E-01,1.65E+00,3.79E-02,-0.049,0,0.999,3.31E-03,0.6464,,
3182,2.80E-01,1.65E+00,3.64E-02,-0.063,0,0.998,3.21E-03,0.631,,
3183,2.52E-01,1.65E+00,3.45E-02,-0.077,0,0.997,3.11E-03,0.6091,,
3184,2.26E-01,1.65E+00,3.24E-02,-0.09,0,0.996,2.99E-03,0.5843,,
3185,2.00E-01,1.65E+00,3.00E-02,-0.103,0,0.995,2.86E-03,0.5534,,
3186,1.75E-01,1.65E+00,2.74E-02,-0.115,0,0.993,2.72E-03,0.518,,
3187,1.52E-01,1.65E+00,2.46E-02,-0.125,0,0.992,2.56E-03,0.4804,,
3188,1.30E-01,1.65E+00,2.18E-02,-0.136,0,0.991,2.40E-03,0.4366,,
3189,1.10E-01,1.65E+00,1.89E-02,-0.146,0,0.989,2.23E-03,0.39,,
3190,9.11E-02,1.65E+00,1.61E-02,-0.155,0,0.988,2.05E-03,0.3405,,
3191,7.38E-02,1.65E+00,1.34E-02,-0.163,0,0.987,1.86E-03,0.2849,,
3192,5.83E-02,1.65E+00,1.08E-02,-0.17,0,0.985,1.66E-03,0.2261,,
3193,4.45E-02,1.65E+00,8.39E-03,-0.176,0,0.984,1.45E-03,0.1614,,
3194,3.25E-02,1.65E+00,6.22E-03,-0.182,0,0.983,1.24E-03,0.0884,,
3195,2.23E-02,1.65E+00,4.33E-03,-0.187,0,0.982,1.02E-03,0.0042,,
3196,1.40E-02,1.65E+00,2.75E-03,-0.19,0,0.982,7.99E-04,-0.1009,,
3197,7.63E-03,1.65E+00,1.51E-03,-0.193,0,0.981,5.74E-04,-0.2505,,
3198,3.20E-03,1.65E+00,6.38E-04,-0.195,0,0.981,3.45E-04,-0.5269,,
3199,7.40E-04,1.65E+00,1.48E-04,-0.196,0,0.981,1.15E-04,-1.3817,,
Strip 65,,,,,,,,,,
3200,1.00E+00,1.76E+00,3.28E-05,0.132,0,0.991,1.12E-04,0.0364,,
3201,9.98E-01,1.76E+00,2.29E-04,0.132,0,0.991,3.37E-04,0.0634,,
3202,9.95E-01,1.76E+00,6.85E-04,0.131,0,0.991,5.59E-04,0.0931,,
3203,9.89E-01,1.76E+00,1.40E-03,0.129,0,0.992,7.80E-04,0.1226,,
3204,9.82E-01,1.76E+00,2.35E-03,0.128,0,0.992,9.97E-04,0.1519,,
3205,9.73E-01,1.76E+00,3.53E-03,0.126,0,0.992,1.21E-03,0.1816,,
3206,9.62E-01,1.76E+00,4.93E-03,0.123,0,0.992,1.42E-03,0.2094,,
3207,9.49E-01,1.76E+00,6.52E-03,0.12,0,0.993,1.62E-03,0.2373,,
3208,9.34E-01,1.76E+00,8.29E-03,0.117,0,0.993,1.82E-03,0.2645,,
3209,9.18E-01,1.76E+00,1.02E-02,0.113,0,0.994,2.01E-03,0.2909,,
3210,9.00E-01,1.76E+00,1.23E-02,0.109,0,0.994,2.19E-03,0.3158,,
3211,8.80E-01,1.76E+00,1.44E-02,0.105,0,0.994,2.36E-03,0.3411,,
3212,8.59E-01,1.76E+00,1.66E-02,0.1,0,0.995,2.52E-03,0.3646,,
3213,8.36E-01,1.76E+00,1.88E-02,0.095,0,0.995,2.67E-03,0.3867,,
3214,8.13E-01,1.76E+00,2.11E-02,0.09,0,0.996,2.81E-03,0.4082,,
3215,7.87E-01,1.76E+00,2.33E-02,0.084,0,0.996,2.94E-03,0.4287,,
3216,7.61E-01,1.76E+00,2.55E-02,0.079,0,0.997,3.06E-03,0.448,,
3217,7.34E-01,1.76E+00,2.76E-02,0.072,0,0.997,3.17E-03,0.4661,,
3218,7.06E-01,1.76E+00,2.96E-02,0.066,0,0.998,3.26E-03,0.483,,
3219,6.77E-01,1.76E+00,3.15E-02,0.06,0,0.998,3.34E-03,0.4988,,
3220,6.47E-01,1.76E+00,3.32E-02,0.053,0,0.999,3.41E-03,0.5135,,
3221,6.17E-01,1.76E+00,3.48E-02,0.046,0,0.999,3.46E-03,0.5273,,
3222,5.86E-01,1.76E+00,3.61E-02,0.04,0,0.999,3.50E-03,0.5403,,
3223,5.55E-01,1.76E+00,3.73E-02,0.033,0,0.999,3.53E-03,0.5529,,
3224,5.24E-01,1.76E+00,3.83E-02,0.026,0,1,3.54E-03,0.5659,,
3225,4.92E-01,1.76E+00,3.90E-02,0.019,0,1,3.54E-03,0.5785,1.76,0.5785
3226,4.61E-01,1.76E+00,3.96E-02,0.012,0,1,3.53E-03,0.5936,,
3227,4.30E-01,1.76E+00,3.99E-02,0.005,0,1,3.50E-03,0.6177,,
3228,3.99E-01,1.76E+00,4.00E-02,-0.005,0,1,3.46E-03,0.6464,,
3229,3.68E-01,1.76E+00,3.97E-02,-0.02,0,1,3.40E-03,0.6543,,
3230,3.38E-01,1.76E+00,3.90E-02,-0.035,0,0.999,3.34E-03,0.6519,,
3231,3.09E-01,1.76E+00,3.79E-02,-0.049,0,0.999,3.26E-03,0.6438,,
3232,2.80E-01,1.76E+00,3.64E-02,-0.063,0,0.998,3.17E-03,0.6282,,
3233,2.52E-01,1.76E+00,3.45E-02,-0.077,0,0.997,3.06E-03,0.6063,,
3234,2.26E-01,1.76E+00,3.24E-02,-0.09,0,0.996,2.94E-03,0.5813,,
3235,2.00E-01,1.76E+00,3.00E-02,-0.103,0,0.995,2.82E-03,0.5502,,
3236,1.75E-01,1.76E+00,2.74E-02,-0.115,0,0.993,2.68E-03,0.5146,,
3237,1.52E-01,1.76E+00,2.46E-02,-0.125,0,0.992,2.53E-03,0.4767,,
3238,1.30E-01,1.76E+00,2.18E-02,-0.136,0,0.991,2.37E-03,0.4326,,
3239,1.10E-01,1.76E+00,1.89E-02,-0.146,0,0.989,2.20E-03,0.3858,,
3240,9.11E-02,1.76E+00,1.61E-02,-0.155,0,0.988,2.02E-03,0.3358,,
3241,7.38E-02,1.76E+00,1.34E-02,-0.163,0,0.987,1.83E-03,0.2798,,
3242,5.83E-02,1.76E+00,1.08E-02,-0.17,0,0.985,1.63E-03,0.2203,,
3243,4.45E-02,1.76E+00,8.39E-03,-0.176,0,0.984,1.43E-03,0.1548,,
3244,3.25E-02,1.76E+00,6.22E-03,-0.182,0,0.983,1.22E-03,0.0806,,
3245,2.23E-02,1.76E+00,4.33E-03,-0.187,0,0.982,1.01E-03,-0.0052,,
3246,1.40E-02,1.76E+00,2.75E-03,-0.19,0,0.982,7.88E-04,-0.113,,
3247,7.63E-03,1.76E+00,1.51E-03,-0.193,0,0.981,5.65E-04,-0.2672,,
3248,3.20E-03,1.76E+00,6.38E-04,-0.195,0,0.981,3.40E-04,-0.5543,,
3249,7.40E-04,1.76E+00,1.48E-04,-0.196,0,0.981,1.14E-04,-1.4475,,
Strip 66,,,,,,,,,,
3250,1.00E+00,1.87E+00,3.28E-05,0.132,0,0.991,1.11E-04,0.0363,,
3251,9.98E-01,1.87E+00,2.29E-04,0.132,0,0.991,3.31E-04,0.0632,,
3252,9.95E-01,1.87E+00,6.85E-04,0.131,0,0.991,5.50E-04,0.0929,,
3253,9.89E-01,1.87E+00,1.40E-03,0.129,0,0.992,7.67E-04,0.1223,,
3254,9.82E-01,1.87E+00,2.35E-03,0.128,0,0.992,9.81E-04,0.1515,,
3255,9.73E-01,1.87E+00,3.53E-03,0.126,0,0.992,1.19E-03,0.1811,,
3256,9.62E-01,1.87E+00,4.93E-03,0.123,0,0.992,1.40E-03,0.2089,,
3257,9.49E-01,1.87E+00,6.52E-03,0.12,0,0.993,1.60E-03,0.2367,,
3258,9.34E-01,1.87E+00,8.29E-03,0.117,0,0.993,1.79E-03,0.2638,,
3259,9.18E-01,1.87E+00,1.02E-02,0.113,0,0.994,1.97E-03,0.2902,,
3260,9.00E-01,1.87E+00,1.23E-02,0.109,0,0.994,2.15E-03,0.315,,
3261,8.80E-01,1.87E+00,1.44E-02,0.105,0,0.994,2.32E-03,0.3402,,
3262,8.59E-01,1.87E+00,1.66E-02,0.1,0,0.995,2.48E-03,0.3636,,
3263,8.36E-01,1.87E+00,1.88E-02,0.095,0,0.995,2.63E-03,0.3856,,
3264,8.13E-01,1.87E+00,2.11E-02,0.09,0,0.996,2.77E-03,0.407,,
3265,7.87E-01,1.87E+00,2.33E-02,0.084,0,0.996,2.90E-03,0.4274,,
3266,7.61E-01,1.87E+00,2.55E-02,0.079,0,0.997,3.01E-03,0.4466,,
3267,7.34E-01,1.87E+00,2.76E-02,0.072,0,0.997,3.12E-03,0.4646,,
3268,7.06E-01,1.87E+00,2.96E-02,0.066,0,0.998,3.21E-03,0.4815,,
3269,6.77E-01,1.87E+00,3.15E-02,0.06,0,0.998,3.29E-03,0.4972,,
3270,6.47E-01,1.87E+00,3.32E-02,0.053,0,0.999,3.35E-03,0.5118,,
3271,6.17E-01,1.87E+00,3.48E-02,0.046,0,0.999,3.41E-03,0.5255,,
3272,5.86E-01,1.87E+00,3.61E-02,0.04,0,0.999,3.45E-03,0.5384,,
3273,5.55E-01,1.87E+00,3.73E-02,0.033,0,0.999,3.48E-03,0.5509,,
3274,5.24E-01,1.87E+00,3.83E-02,0.026,0,1,3.49E-03,0.5638,,
3275,4.92E-01,1.87E+00,3.90E-02,0.019,0,1,3.49E-03,0.5764,1.871,0.5764
3276,4.61E-01,1.87E+00,3.96E-02,0.012,0,1,3.47E-03,0.5913,,
3277,4.30E-01,1.87E+00,3.99E-02,0.005,0,1,3.45E-03,0.6153,,
3278,3.99E-01,1.87E+00,4.00E-02,-0.005,0,1,3.40E-03,0.644,,
3279,3.68E-01,1.87E+00,3.97E-02,-0.02,0,1,3.35E-03,0.6517,,
3280,3.38E-01,1.87E+00,3.90E-02,-0.035,0,0.999,3.28E-03,0.6492,,
3281,3.09E-01,1.87E+00,3.79E-02,-0.049,0,0.999,3.21E-03,0.6409,,
3282,2.80E-01,1.87E+00,3.64E-02,-0.063,0,0.998,3.11E-03,0.6253,,
